City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
350,Svetlogorsk,BY,52.6333,29.7333,3.83,92,25,8.03,scattered clouds
351,Srandakan,ID,-7.9386,110.2506,76.93,85,99,4.65,overcast clouds
352,Raigarh,IN,21.9,83.4,61.79,55,0,6.51,clear sky
353,Bubaque,GW,11.2833,-15.8333,80.8,62,27,12.39,scattered clouds
354,Paracuaro,MX,20.15,-100.7667,75.2,25,1,4.61,clear sky
355,Nampula,MZ,-15.1165,39.2666,73.4,94,75,2.3,light rain
356,Moshenskoye,RU,58.5102,34.5911,0.01,92,100,8.19,overcast clouds
357,Barraute,CA,48.4335,-77.6328,15.8,79,90,11.5,light snow
358,Klaksvik,FO,62.2266,-6.589,35.6,51,20,24.16,few clouds
359,Biak,ID,-0.9131,122.8766,76.68,76,100,2.73,overcast clouds
360,Saiha,IN,22.4833,92.9667,52.57,43,0,3.67,clear sky
361,Shingu,JP,33.7333,135.9833,44.51,80,0,6.31,clear sky
362,Bonavista,CA,48.6499,-53.1147,35.01,100,100,5.75,moderate rain
363,Bissau,GW,11.8636,-15.5977,87.8,29,0,11.5,clear sky
364,Idrinskoye,RU,54.3708,92.1358,16.72,95,100,3.4,overcast clouds
365,Sakaiminato,JP,35.55,133.2333,39.2,100,20,4.61,few clouds
366,Ixtapa,MX,20.7,-105.2,78.8,53,40,4.61,scattered clouds
367,Shuyskoye,RU,59.3736,41.0305,-4.41,90,100,8.99,light snow
368,Puerto Maldonado,PE,-12.6,-69.1833,87.8,66,75,2.3,broken clouds
369,Djougou,BJ,9.7085,1.666,89.6,13,8,2.3,clear sky
370,Samarai,PG,-10.6167,150.6667,82.31,77,100,5.82,overcast clouds
371,Wanning,CN,18.8003,110.3967,67.19,88,9,2.93,clear sky
372,Alihe,CN,50.5667,123.7167,-12.46,85,69,3.15,broken clouds
373,Mishelevka,RU,52.8575,103.1719,5.61,91,100,4.36,overcast clouds
374,Kaeo,NZ,-35.1,173.7833,60.01,93,100,3.0,overcast clouds
375,Duzce,TR,40.8389,31.1639,55.76,49,0,4.43,clear sky
376,Arraial Do Cabo,BR,-22.9661,-42.0278,75.2,78,75,5.75,moderate rain
377,Kabo,CF,7.6994,18.629,79.65,17,0,5.44,clear sky
378,Yumen,CN,40.2833,97.2,26.46,73,83,1.03,broken clouds
379,Iqaluit,CA,63.7506,-68.5145,24.8,86,90,17.27,overcast clouds
380,Samdrup Jongkhar,BT,26.9167,91.6167,54.18,52,65,4.63,broken clouds
381,Korla,CN,41.7597,86.1469,28.08,83,0,3.04,clear sky
382,Kajaani,FI,64.2273,27.7285,15.8,92,90,9.22,light snow
383,Pangnirtung,CA,66.1451,-65.7125,12.2,79,75,8.05,broken clouds
384,Aquiraz,BR,-3.9014,-38.3911,87.8,62,40,12.66,scattered clouds
385,Sur,OM,22.5667,59.5289,64.02,64,0,6.8,clear sky
386,Jaciara,BR,-15.9653,-54.9683,87.64,55,99,9.42,overcast clouds
387,Marsh Harbour,BS,26.5412,-77.0636,77.32,74,0,20.0,clear sky
388,Udachnyy,RU,66.4167,112.4,-36.44,79,0,4.43,clear sky
389,Namatanai,PG,-3.6667,152.4333,79.02,79,66,1.7,broken clouds
390,Sisimiut,GL,66.9395,-53.6735,21.07,76,0,14.16,clear sky
391,Barcelos,PT,41.5388,-8.6151,51.8,66,20,11.5,few clouds
392,Ambilobe,MG,-13.2,49.05,74.73,91,98,0.83,overcast clouds
393,Yar-Sale,RU,66.8333,70.8333,-31.16,84,100,14.03,overcast clouds
394,Lata,PT,40.1629,-8.3327,54.0,80,87,4.0,overcast clouds
395,Kulhudhuffushi,MV,6.6221,73.07,81.5,77,0,9.69,clear sky
396,San Carlos,VE,9.6612,-68.5827,93.16,35,100,0.49,overcast clouds
397,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,63,20,14.97,few clouds
398,Berlevag,NO,70.8578,29.0864,26.65,93,100,24.32,light snow
399,Petrovac,RS,44.3769,21.4192,51.01,83,100,3.2,overcast clouds
400,Teahupoo,PF,-17.8333,-149.2667,75.2,83,75,10.36,moderate rain
401,Prince Rupert,CA,54.3161,-130.3201,39.2,93,90,5.75,overcast clouds
402,Say,NE,13.1007,2.3689,89.6,8,100,5.75,dust
403,Aswan,EG,24.0934,32.907,65.16,29,0,9.95,clear sky
404,Panaba,MX,21.2833,-88.2667,90.28,50,1,11.61,clear sky
405,Morant Bay,JM,17.8815,-76.4093,86.0,70,20,25.32,few clouds
406,Cordoba,AR,-31.4135,-64.1811,89.01,51,20,14.97,few clouds
407,Kailua,US,21.4022,-157.7394,66.2,82,1,3.04,clear sky
408,Jodhpur,IN,26.2867,73.03,56.37,36,0,6.71,clear sky
409,Autun,FR,46.95,4.3,48.0,100,100,2.3,overcast clouds
410,Jamkhed,IN,18.7362,75.3121,69.55,27,0,13.98,clear sky
411,Quatre Cocos,MU,-20.2078,57.7625,80.01,83,40,6.91,scattered clouds
412,Alyangula,AU,-13.8483,136.4192,78.8,100,90,11.5,light rain
413,Esperance,AU,-33.8667,121.9,59.0,94,40,13.8,scattered clouds
414,Garowe,SO,8.4054,48.4845,70.2,75,0,15.66,clear sky
415,Ionia,US,42.9873,-85.0711,18.0,67,90,12.66,light snow
416,Awbari,LY,26.5921,12.7805,66.47,24,68,13.29,broken clouds
417,Bredasdorp,ZA,-34.5322,20.0403,69.8,78,100,9.22,overcast clouds
418,Vostok,RU,46.4856,135.8833,-12.14,91,100,2.57,overcast clouds
419,Ahipara,NZ,-35.1667,173.1667,60.01,85,87,5.44,overcast clouds
420,Maturin,VE,9.75,-63.1767,86.83,51,100,10.07,overcast clouds
421,Cap Malheureux,MU,-19.9842,57.6142,80.01,80,0,5.01,clear sky
422,Togur,RU,58.3631,82.8265,33.57,98,100,9.53,overcast clouds
423,Turukhansk,RU,65.8167,87.9833,-4.41,92,100,15.95,light snow
424,Carballo,ES,43.213,-8.691,48.0,79,75,3.0,broken clouds
425,Jayuya,PR,18.2186,-66.5916,87.01,48,67,8.99,broken clouds
426,Turayf,SA,31.6725,38.6637,48.2,76,0,11.5,clear sky
427,Thinadhoo,MV,0.5333,72.9333,81.79,75,11,14.0,few clouds
428,Gainesville,US,29.6516,-82.3248,55.4,88,90,9.22,overcast clouds
429,Narsaq,GL,60.9167,-46.05,33.8,27,1,18.41,clear sky
430,Gigmoto,PH,13.7796,124.39,78.51,85,60,12.15,broken clouds
431,Huesca,ES,42.1362,-0.4087,46.0,100,40,10.36,scattered clouds
432,Whitehorse,CA,60.7161,-135.0538,-13.0,76,75,4.61,broken clouds
433,Teguldet,RU,57.3064,88.1667,30.47,98,100,10.09,overcast clouds
434,San Quintin,MX,30.4833,-115.95,63.9,58,0,4.65,clear sky
435,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.0,68,40,22.37,light snow
436,Acari,PE,-15.4311,-74.6158,80.62,52,100,11.23,overcast clouds
437,Novosheshminsk,RU,55.0651,51.2338,-0.2,90,100,13.82,overcast clouds
438,Troy,US,42.6056,-83.1499,23.0,58,40,17.27,scattered clouds
439,Tunoshna,RU,57.5459,40.1254,-2.2,71,75,8.95,broken clouds
440,Zhangye,CN,38.9342,100.4517,27.48,70,0,3.18,clear sky
441,Fortuna,US,40.5982,-124.1573,50.0,93,75,7.34,broken clouds
442,Port Blair,IN,11.6667,92.75,78.58,76,39,7.99,scattered clouds
443,Trairi,BR,-3.2778,-39.2689,85.1,63,99,13.35,overcast clouds
444,Salalah,OM,17.0151,54.0924,75.2,69,40,9.22,scattered clouds
445,Pimentel,PE,-6.8367,-79.9342,78.8,61,90,14.97,overcast clouds
446,Avera,US,33.194,-82.5271,51.8,57,90,8.05,overcast clouds
447,Yulara,AU,-25.2406,130.9889,73.4,35,0,9.22,clear sky
448,Mackay,AU,-21.15,149.2,77.0,88,100,4.61,overcast clouds
449,Praia Da Vitoria,PT,38.7333,-27.0667,62.6,77,40,11.07,scattered clouds
450,Halifax,CA,44.6453,-63.5724,45.0,61,61,24.16,broken clouds
451,Lodja,CD,-3.4833,23.4333,71.64,86,44,2.57,scattered clouds
452,Mariestad,SE,58.7097,13.8237,16.0,92,0,7.81,clear sky
453,Bilma,NE,18.6853,12.9164,67.95,22,83,6.8,broken clouds
454,Salinas,US,36.6777,-121.6555,62.01,71,1,6.91,clear sky
455,Limbiate,IT,45.5968,9.129,48.99,81,100,1.99,overcast clouds
456,Coos Bay,US,43.3665,-124.2179,46.0,93,90,4.61,overcast clouds
457,Chengde,CN,40.9725,117.9361,23.05,94,20,1.54,few clouds
458,Roald,NO,62.5833,6.1333,23.0,63,0,4.61,clear sky
459,Waverly,US,42.7392,-84.6208,19.99,67,90,21.85,haze
460,Farafangana,MG,-22.8167,47.8333,80.08,83,100,12.95,light rain
461,Batyrevo,RU,55.0675,47.6111,-0.49,91,100,13.38,overcast clouds
462,Yerbogachen,RU,61.2767,108.0108,-13.85,89,88,3.67,overcast clouds
463,Klamath Falls,US,42.2249,-121.7817,36.0,93,90,4.61,fog
464,Launceston,AU,-41.45,147.1667,55.99,94,75,9.22,broken clouds
465,Tupancireta,BR,-29.0806,-53.8358,76.06,51,0,5.23,clear sky
466,Nuuk,GL,64.1835,-51.7216,24.8,54,1,4.61,clear sky
467,Ninh Binh,VN,20.2539,105.975,66.0,87,0,2.84,clear sky
468,Kawalu,ID,-7.3817,108.2082,72.55,89,100,3.8,overcast clouds
469,Kpandae,GH,8.4689,-0.0113,92.37,21,1,4.12,clear sky
470,Tilichiki,RU,60.4667,166.1,5.99,89,100,14.0,overcast clouds
471,Terrasini,IT,38.146,13.0844,73.4,21,0,10.36,clear sky
472,Awjilah,LY,29.1081,21.2869,63.63,34,0,9.15,clear sky
473,Mulungu,BR,-7.0244,-35.4619,91.4,38,40,14.97,scattered clouds
474,Aniche,FR,50.33,3.2535,44.01,93,90,17.27,light rain
475,Domoni,KM,-12.2569,44.5319,81.57,71,99,2.82,overcast clouds
476,Mungwi,ZM,-10.1732,31.3694,65.26,94,100,4.9,overcast clouds
477,Damaturu,NG,11.747,11.9608,73.83,20,90,12.15,overcast clouds
478,Ngunguru,NZ,-35.6167,174.5,60.01,93,100,3.0,overcast clouds
479,Port Hawkesbury,CA,45.6169,-61.3485,48.0,70,20,14.97,few clouds
480,Uruzgan,AF,32.8333,66.0,45.97,47,42,3.49,scattered clouds
481,Kragero,NO,58.8693,9.4149,21.0,72,0,4.0,clear sky
482,Ust-Kuyga,RU,70.0167,135.6,-25.33,84,100,3.06,overcast clouds
483,Myronivka,UA,49.6601,30.9823,17.17,96,95,5.32,light snow
484,Srivardhan,IN,18.0333,73.0167,74.7,50,0,7.45,clear sky
485,Apt,FR,43.8833,5.4,59.0,63,90,19.57,overcast clouds
486,Bima,ID,-8.4667,118.7167,76.77,84,96,0.6,overcast clouds
487,Cheney,US,47.4874,-117.5758,37.99,75,75,24.16,broken clouds
488,Pedernales,DO,18.0384,-71.744,86.43,50,0,7.54,clear sky
489,Muisne,EC,0.6,-80.0333,84.2,84,75,3.44,light rain
490,Nome,US,64.5011,-165.4064,15.8,86,90,2.13,light snow
491,Carutapera,BR,-1.195,-46.02,87.53,59,3,10.18,clear sky
492,Khuzhir,RU,53.1939,107.3397,8.53,90,100,5.7,overcast clouds
493,Bauchi,NG,10.5,10.0,74.95,21,59,5.44,broken clouds
494,Linguere,SN,15.3953,-15.1193,77.0,36,0,6.91,clear sky
495,Nantucket,US,41.2835,-70.0995,43.0,61,1,18.41,clear sky
496,Palmerston,AU,-12.486,130.9833,82.4,83,75,10.36,broken clouds
497,Matara,LK,5.9485,80.5353,75.83,88,100,12.24,overcast clouds
498,Cayenne,GF,4.9333,-52.3333,78.8,94,75,9.22,broken clouds
499,Muskegon,US,43.3,-86.1334,18.0,73,90,11.5,light snow
500,Lethem,GY,3.3803,-59.7968,92.43,39,100,11.05,overcast clouds
501,Myaundzha,RU,63.0494,147.1858,-28.68,82,2,1.41,clear sky
502,Nyurba,RU,63.2842,118.3319,-33.11,84,31,2.01,scattered clouds
503,Seydisehir,TR,37.4193,31.8453,44.38,66,0,2.35,clear sky
504,Fukuma,JP,33.7667,130.4667,46.0,87,20,3.44,few clouds
505,Havoysund,NO,70.9963,24.6622,26.6,63,75,13.8,light snow
506,Aleksandrov Gay,RU,50.147,48.5704,19.27,87,94,15.14,overcast clouds
507,Thanh Hoa,VN,19.8,105.7667,63.97,90,0,2.19,clear sky
508,Beringovskiy,RU,63.05,179.3167,-8.48,88,4,8.14,clear sky
509,Odienne,CI,9.51,-7.5692,89.33,24,100,2.44,overcast clouds
510,Vila Velha,BR,-20.3297,-40.2925,86.0,66,20,14.97,few clouds
511,Huarmey,PE,-10.0681,-78.1522,75.85,65,21,10.42,few clouds
512,Batabano,CU,22.7164,-82.2881,80.6,78,75,10.36,broken clouds
513,Estevan,CA,49.1334,-102.9842,-14.8,63,1,13.8,clear sky
514,Antofagasta,CL,-23.65,-70.4,73.99,56,20,13.8,few clouds
515,Bambanglipuro,ID,-7.95,110.2833,76.8,86,98,4.59,overcast clouds
516,Hashimoto,JP,34.3167,135.6167,46.4,87,0,8.05,clear sky
517,Pasighat,IN,28.0667,95.3333,61.57,35,92,3.87,overcast clouds
518,Road Town,VG,18.4167,-64.6167,80.01,73,75,14.97,broken clouds
519,Yulin,CN,22.6333,110.15,62.94,80,0,3.36,clear sky
520,Ushumun,RU,52.7833,126.5333,-19.1,86,0,6.42,clear sky
521,Lima,PE,-12.0432,-77.0282,78.8,61,0,9.22,clear sky
522,Atherton,GB,53.5237,-2.4935,39.99,81,100,4.0,light rain
523,Wenzhou,CN,27.9994,120.6668,59.0,73,96,0.83,overcast clouds
524,Agadez,NE,19.75,10.25,67.66,22,71,8.25,broken clouds
525,Kabalo,CD,-6.05,26.9167,72.27,92,100,2.51,overcast clouds
526,Labuhan,ID,-6.8844,112.2051,77.83,86,0,10.09,clear sky
527,Mitchell,US,43.7094,-98.0298,5.0,51,20,17.27,few clouds
528,Tuburan,PH,6.6439,122.2736,75.2,94,75,1.14,broken clouds
529,Anyksciai,LT,55.5256,25.1026,3.7,95,98,3.22,overcast clouds
530,Venosa,IT,40.9613,15.8149,55.4,38,0,8.05,clear sky
531,Novoagansk,RU,61.9449,76.6625,34.7,99,100,9.66,light rain
532,Oriximina,BR,-1.7656,-55.8661,91.65,47,99,0.27,overcast clouds
533,Saint-Joseph,RE,-21.3667,55.6167,80.6,78,75,4.61,light rain
534,Saint-Georges,GD,12.0564,-61.7485,84.2,58,20,23.02,few clouds
535,Rocha,UY,-34.4833,-54.3333,82.69,39,0,15.79,clear sky
536,Lisakovsk,KZ,52.5369,62.4936,16.74,93,100,24.58,overcast clouds
537,Oranjemund,NA,-28.55,16.4333,65.41,89,6,14.9,clear sky
538,Tutoia,BR,-2.7619,-42.2744,89.6,62,20,13.8,few clouds
539,Darab,IR,28.7519,54.5444,56.1,35,0,5.5,clear sky
540,Khudumelapye,BW,-23.8833,24.75,66.25,93,100,8.79,light rain
541,Coruripe,BR,-10.1256,-36.1756,84.56,65,44,18.32,scattered clouds
542,Zheleznodorozhnyy,RU,55.7503,38.0042,3.2,71,75,17.9,broken clouds
543,Louga,RU,58.7372,29.8453,2.59,93,0,6.62,clear sky
544,Madang,PG,-5.2246,145.7966,76.44,90,93,7.9,overcast clouds
545,Itanagar,IN,27.1,93.6167,58.66,44,15,4.07,few clouds
546,Dwarka,IN,22.2394,68.9678,69.67,43,0,12.44,clear sky
547,Syedove,UA,47.0768,38.156,24.01,53,90,8.01,overcast clouds
548,Saint-Raymond,CA,45.467,-73.6095,26.01,50,100,5.75,overcast clouds
549,Arona,ES,28.0996,-16.681,66.0,55,40,5.75,scattered clouds
550,Olenegorsk,RU,68.15,33.3,19.0,92,99,7.78,light snow
551,Ormara,PK,25.2088,64.6357,67.95,48,0,4.94,clear sky
552,Basco,PH,20.4487,121.9702,74.03,89,100,19.42,overcast clouds
553,College,US,64.8569,-147.8028,-8.0,70,90,0.27,light snow
554,Antsohihy,MG,-14.8796,47.9875,76.37,90,100,3.04,overcast clouds
555,Amurzet,RU,47.6967,131.0981,-8.86,88,99,5.95,overcast clouds
556,Lively,CA,46.4334,-81.1498,18.0,57,75,19.57,snow
557,Krasnozatonskiy,RU,61.6758,50.9794,-0.4,78,100,15.66,light snow
558,Oistins,BB,13.0667,-59.5333,84.2,54,20,18.41,few clouds
559,Torbeyevo,RU,54.0797,43.2473,-1.73,92,99,9.66,overcast clouds
560,Cukai,MY,4.25,103.4167,77.0,88,42,2.3,scattered clouds
561,Misratah,LY,32.3754,15.0925,69.93,34,70,13.76,broken clouds
562,Rabo De Peixe,PT,37.8,-25.5833,61.0,88,75,17.27,broken clouds
563,Piacabucu,BR,-10.4056,-36.4344,85.1,63,7,17.34,clear sky
564,Dubbo,AU,-32.25,148.6167,62.6,84,90,2.3,overcast clouds
565,Broken Hill,AU,-31.95,141.4333,62.6,67,19,16.11,few clouds
566,Mercedes,AR,-34.6515,-59.4307,91.99,38,0,4.0,clear sky
567,Honningsvag,NO,70.9821,25.9704,28.36,92,100,24.67,light snow
568,Marsa Matruh,EG,31.3525,27.2453,59.0,82,0,4.61,clear sky
569,Paredon,MX,16.0333,-93.8667,84.88,41,0,9.19,clear sky
570,Dapaong,TG,10.8639,0.205,84.49,18,0,4.59,clear sky
571,Alekseyevka,RU,50.6309,38.6903,12.99,90,100,13.73,overcast clouds
572,Pedreiras,BR,-4.5688,-44.6003,85.86,66,18,3.94,few clouds
573,Fort Morgan,US,40.2503,-103.8,23.0,80,90,6.91,overcast clouds
574,Ciudad Guayana,VE,8.3533,-62.6528,87.01,61,100,4.0,overcast clouds
575,Sinnamary,GF,5.3833,-52.95,78.91,86,100,15.75,overcast clouds
576,Blairmore,CA,49.6,-114.4353,-0.4,85,100,9.22,light snow
577,Jaleswar,NP,26.6471,85.8008,53.55,79,6,0.47,clear sky
578,Horqueta,PY,-23.3428,-57.0597,85.48,35,0,6.85,clear sky
579,Flin Flon,CA,54.7682,-101.865,-25.6,62,1,8.05,snow
580,Okhotsk,RU,59.3833,143.3,0.43,89,92,9.78,overcast clouds
581,Adre,TD,13.4667,22.2,66.24,21,0,12.66,clear sky
582,Karpathos,GR,35.507,27.2132,60.8,82,0,6.91,clear sky
583,Catarama,EC,-1.5833,-79.4667,87.8,64,77,2.06,light rain
584,Dunedin,NZ,-45.8742,170.5036,57.99,87,0,4.0,clear sky
585,Nizwa,OM,22.9333,57.5333,55.85,52,0,3.98,clear sky
586,Rumoi,JP,43.9344,141.6428,21.6,93,81,2.42,broken clouds
587,Princeton,US,25.5384,-80.4089,75.2,94,90,6.91,overcast clouds
588,Biltine,TD,14.5333,20.9167,69.93,20,0,14.45,clear sky
589,Wanxian,CN,30.8039,108.3897,54.37,65,78,1.61,broken clouds
590,Bundaberg,AU,-24.85,152.35,75.99,83,40,4.61,scattered clouds
591,Alice Town,BS,25.7167,-79.3,76.08,82,0,17.94,clear sky
592,Sayyan,YE,15.1718,44.3244,48.29,73,4,0.72,clear sky
593,Bose,IT,45.4612,8.0137,46.99,98,100,3.24,moderate rain
594,Boguchany,RU,58.3814,97.4531,13.69,95,100,5.64,light snow
595,Veraval,IN,20.9,70.3667,69.62,32,0,11.45,clear sky
596,Bilibino,RU,68.0546,166.4372,-9.45,82,0,2.35,clear sky
597,Itacoatiara,BR,-3.1431,-58.4442,89.89,59,36,4.29,very heavy rain
598,Darnah,LY,32.767,22.6367,62.46,53,97,5.5,overcast clouds
599,Cockburn Town,TC,21.4612,-71.1419,82.4,65,40,16.11,scattered clouds
600,Payo,ID,-3.7508,103.6372,72.18,95,80,1.92,broken clouds
601,Pevek,RU,69.7008,170.3133,-1.48,87,100,3.87,overcast clouds
602,Plainview,US,40.7765,-73.4673,45.0,36,1,21.85,clear sky
603,Shahrud,IR,36.4182,54.9763,42.82,82,100,3.98,overcast clouds
604,Flinders,AU,-34.5833,150.8552,64.99,87,0,1.99,clear sky
605,Medea,DZ,36.2642,2.7539,60.8,72,40,4.61,scattered clouds
606,Cotonou,BJ,6.3654,2.4183,86.0,79,20,13.8,few clouds
607,Hokitika,NZ,-42.7167,170.9667,57.63,88,4,3.38,clear sky
608,Rockport,US,28.0206,-97.0544,68.0,73,90,9.22,haze
609,Te Anau,NZ,-45.4167,167.7167,52.39,83,16,0.85,few clouds
610,Mattru,SL,7.6244,-11.8332,82.72,59,67,7.25,broken clouds
611,West Wendover,US,40.7391,-114.0733,42.8,39,1,3.44,clear sky
612,Colares,PT,38.7992,-9.4469,53.01,76,75,19.57,broken clouds
613,Trincomalee,LK,8.5711,81.2335,78.53,84,48,14.03,scattered clouds
614,Maridi,SS,4.9158,29.4742,74.93,19,0,4.54,clear sky
615,Half Moon Bay,US,37.4636,-122.4286,62.01,87,1,6.91,mist
616,Port-Gentil,GA,-0.7193,8.7815,82.4,83,40,6.91,moderate rain
617,Betioky,MG,-23.7167,44.3833,76.46,83,0,2.59,clear sky
618,Huangnihe,CN,43.5583,128.0239,-2.16,89,0,6.26,clear sky
619,Hede,CN,33.7681,120.2517,45.73,75,0,6.53,clear sky
620,Crema,IT,45.3588,9.6683,48.99,93,100,5.99,overcast clouds
621,Srednekolymsk,RU,67.45,153.6833,-20.25,84,0,3.62,clear sky
622,Nelson Bay,AU,-32.7167,152.15,70.0,100,40,10.36,scattered clouds
623,Deputatskiy,RU,69.3,139.9,-35.57,85,7,1.63,clear sky
624,Kirakira,SB,-10.4544,161.9205,79.66,81,100,7.02,overcast clouds
625,Keetmanshoop,NA,-26.5833,18.1333,87.35,15,0,19.13,clear sky
626,Narimanov,RU,46.6927,47.8498,24.8,63,0,4.47,clear sky
627,Latung,PH,5.5,120.8833,81.19,79,100,6.13,overcast clouds
628,Leningradskiy,RU,69.3833,178.4167,-12.91,77,0,6.85,clear sky
629,Liling,CN,27.6667,113.5,48.2,100,9,2.24,clear sky
630,Maldonado,UY,-34.6667,-54.9167,82.4,42,0,21.85,clear sky
631,Ozu,JP,33.5,132.55,43.0,82,0,3.85,clear sky
632,Gombong,ID,-7.6072,109.5142,76.59,84,69,4.14,light rain
633,Barreirinhas,BR,-2.7469,-42.8264,85.64,60,47,11.59,scattered clouds
634,Edd,ER,13.9297,41.6925,74.32,72,42,14.38,scattered clouds
635,Sivaki,RU,52.6333,126.75,-20.52,85,0,5.97,clear sky
636,Kiunga,PG,-6.1219,141.2906,74.03,98,100,1.99,overcast clouds
637,Noumea,NC,-22.2763,166.4572,77.0,94,20,1.14,few clouds
638,Manadhoo,MV,5.7667,73.3833,81.68,73,0,8.08,clear sky
639,Dimitrovgrad,RU,54.2139,49.6184,1.4,71,95,11.18,overcast clouds
640,Lasa,IT,46.6166,10.7002,41.0,93,40,9.22,scattered clouds
641,Pontianak,ID,-0.0333,109.3333,77.0,94,90,3.44,overcast clouds
642,Wajima,JP,37.4,136.9,48.78,70,0,17.74,clear sky
643,Taksimo,RU,56.3444,114.8794,-10.48,78,97,1.1,overcast clouds
644,Calabozo,VE,8.9242,-67.4293,96.69,29,94,8.14,overcast clouds
645,Waddan,LY,29.1614,16.139,67.68,24,5,8.55,clear sky
646,Nioro,GM,13.35,-15.75,82.24,20,100,8.57,overcast clouds
647,Shelburne,CA,44.0787,-80.2041,19.99,85,99,20.87,overcast clouds
648,Mindupok,PH,6.0906,124.4233,77.4,75,100,3.53,overcast clouds
649,Alpena,US,45.0617,-83.4327,17.6,53,90,17.27,overcast clouds
650,Araouane,ML,18.9048,-3.5265,80.02,17,100,12.62,overcast clouds
651,Saint Austell,GB,50.3383,-4.7658,41.0,81,90,11.5,overcast clouds
652,Hudson Bay,CA,52.85,-102.3842,-19.82,81,34,7.65,scattered clouds
653,Bousse,BF,12.6606,-1.8922,89.6,15,9,3.44,dust
654,Tyukhtet,RU,56.5389,89.3011,26.47,98,98,8.43,overcast clouds
655,Monster,NL,52.0258,4.175,36.0,87,90,18.41,light snow
656,Padang,ID,-0.9492,100.3543,75.2,83,20,2.3,few clouds
657,Sire,NG,12.9299,5.2043,80.06,17,46,8.88,scattered clouds
658,Jiangkou,CN,25.4872,119.1986,59.0,94,90,4.47,mist
659,Sobolevo,RU,54.4299,31.8996,-0.08,93,84,8.88,broken clouds
660,Damietta,EG,31.4165,31.8133,62.6,82,0,8.05,clear sky
661,Mizdah,LY,31.4451,12.9801,66.69,25,98,8.23,overcast clouds
662,Mizur,RU,42.8531,44.0531,35.6,69,79,8.95,broken clouds
663,Sohag,EG,26.557,31.6948,64.4,52,0,6.91,clear sky
664,Kimbe,PG,-5.5502,150.1429,77.32,87,100,1.25,light rain
665,Alice Springs,AU,-23.7,133.8833,73.4,35,93,6.91,overcast clouds
666,Itoman,JP,26.1247,127.6694,66.2,88,40,3.44,scattered clouds
667,Amahai,ID,-3.3333,128.9167,78.87,80,100,3.36,overcast clouds
668,Los Arabos,CU,22.7281,-80.7214,89.31,44,15,18.03,moderate rain
669,Salamiyah,SY,35.0113,37.0532,52.56,74,0,7.76,clear sky
670,Tura,IN,25.5198,90.2201,57.63,68,100,1.9,overcast clouds
671,Lewistown,US,40.5992,-77.5714,37.99,35,1,13.8,clear sky
672,Baiao,BR,-2.7906,-49.6717,94.46,39,87,4.0,overcast clouds
673,Gillette,US,44.2911,-105.5022,6.8,78,90,9.22,light snow
674,Altay,CN,47.8667,88.1167,24.8,89,94,2.1,overcast clouds
675,Marana,US,32.4367,-111.2254,64.99,23,1,2.06,clear sky
676,Porto Nacional,BR,-10.7081,-48.4172,82.4,69,40,8.05,heavy intensity rain
677,Alugan,PH,12.2188,125.4808,79.2,86,88,15.26,overcast clouds
678,Maarianhamina,AX,60.0973,19.9348,17.6,93,20,5.75,mist
679,Palia Kalan,IN,28.45,80.5833,52.86,52,0,5.97,clear sky
680,Oxelosund,SE,58.6706,17.1015,10.4,92,0,5.75,clear sky
681,Marion,US,39.7684,-86.1555,25.0,46,75,3.44,broken clouds
682,Hualmay,PE,-11.0964,-77.6139,75.22,66,76,9.57,broken clouds
683,Riyadh,SA,24.6877,46.7219,62.6,63,0,9.22,clear sky
684,Olhao,PT,37.0286,-7.8411,53.6,82,20,17.27,few clouds
685,Ca Mau,VN,9.1769,105.15,73.35,85,98,2.62,overcast clouds
686,Esmeralda,CU,21.8525,-78.1169,89.6,45,40,5.75,scattered clouds
687,Myanaung,MM,18.2833,95.3167,69.84,57,0,2.06,clear sky
688,Churapcha,RU,62.0025,132.4325,-31.72,83,100,1.52,overcast clouds
689,Lincoln,US,40.8,-96.667,10.4,67,90,18.41,light snow
690,Eseka,CM,3.65,10.7667,78.19,78,0,3.69,clear sky
691,Tucumcari,US,35.1717,-103.725,53.6,16,1,8.05,clear sky
692,Antequera,ES,37.0194,-4.5612,57.99,76,20,5.75,few clouds
693,Skjervoy,NO,70.0311,20.9714,29.73,95,100,20.65,light snow
694,Aksarka,RU,66.5606,67.7975,-35.14,81,90,18.68,overcast clouds
695,Tukrah,LY,32.5341,20.5791,62.31,53,100,8.12,overcast clouds
696,San Carlos De Bariloche,AR,-41.1456,-71.3082,95.0,19,20,11.5,few clouds
697,Abu Dhabi,AE,24.4667,54.3667,73.4,56,0,8.05,clear sky
698,Zhoucheng,CN,35.9122,116.3117,47.05,45,0,3.85,clear sky
699,Kumla,SE,59.1277,15.1434,17.6,79,90,6.91,overcast clouds
700,Atlantic City,US,39.3643,-74.4229,50.0,29,20,23.02,few clouds
701,Dakar,SN,14.6937,-17.4441,66.2,68,0,16.11,clear sky
702,Coihueco,CL,-36.6167,-71.8333,62.6,94,90,2.3,mist
703,Dzilam Gonzalez,MX,21.2833,-88.9333,92.05,42,0,4.74,clear sky
704,Mampong,GH,7.0627,-1.4001,83.95,43,57,4.41,broken clouds
